Fecha,Torneo,Fecha_del_Torneo,Local,Visitante,Goles_Local,Goles_Visitante
03/08/2012,Torneo Inicial 2012,1,Arsenal,Unión,1,0
03/08/2012,Torneo Inicial 2012,1,Vélez Sarsfield,Argentinos Juniors,3,0
04/08/2012,Torneo Inicial 2012,1,Racing Club,Atlético de Rafaela,1,1
04/08/2012,Torneo Inicial 2012,1,Colón,Lanús,1,0
04/08/2012,Torneo Inicial 2012,1,Quilmes,Boca Juniors,3,0
04/08/2012,Torneo Inicial 2012,1,Newell's Old Boys,Independiente,0,0
05/08/2012,Torneo Inicial 2012,1,Godoy Cruz,All Boys,1,1
05/08/2012,Torneo Inicial 2012,1,San Lorenzo,San Martín (SJ),2,1
05/08/2012,Torneo Inicial 2012,1,River Plate,Belgrano,1,2
06/08/2012,Torneo Inicial 2012,1,Tigre,Estudiantes (LP),1,2
10/08/2012,Torneo Inicial 2012,2,San Martín (SJ),Colón,0,1
10/08/2012,Torneo Inicial 2012,2,Lanús,Newell's Old Boys,0,1
11/08/2012,Torneo Inicial 2012,2,Estudiantes (LP),River Plate,0,2
11/08/2012,Torneo Inicial 2012,2,All Boys,Quilmes,1,1
11/08/2012,Torneo Inicial 2012,2,Belgrano,San Lorenzo,0,0
12/08/2012,Torneo Inicial 2012,2,Argentinos Juniors,Racing Club,0,2
12/08/2012,Torneo Inicial 2012,2,Unión,Godoy Cruz,0,1
12/08/2012,Torneo Inicial 2012,2,Boca Juniors,Tigre,2,0
13/08/2012,Torneo Inicial 2012,2,Atlético de Rafaela,Arsenal,0,0
13/08/2012,Torneo Inicial 2012,2,Independiente,Vélez Sarsfield,0,0
18/08/2012,Torneo Inicial 2012,3,Boca Juniors,All Boys,3,1
18/08/2012,Torneo Inicial 2012,3,Colón,Belgrano,2,2
18/08/2012,Torneo Inicial 2012,3,San Lorenzo,Estudiantes (LP),0,1
19/08/2012,Torneo Inicial 2012,3,Racing Club,Independiente,2,0
19/08/2012,Torneo Inicial 2012,3,Godoy Cruz,Atlético de Rafaela,2,0
19/08/2012,Torneo Inicial 2012,3,Vélez Sarsfield,Lanús,0,2
19/08/2012,Torneo Inicial 2012,3,Tigre,River Plate,2,3
20/08/2012,Torneo Inicial 2012,3,Quilmes,Unión,2,1
20/08/2012,Torneo Inicial 2012,3,Arsenal,Argentinos Juniors,2,2
20/08/2012,Torneo Inicial 2012,3,Newell's Old Boys,San Martín (SJ),2,0
25/08/2012,Torneo Inicial 2012,4,All Boys,Tigre,2,2
25/08/2012,Torneo Inicial 2012,4,Unión,Boca Juniors,1,2
25/08/2012,Torneo Inicial 2012,4,Argentinos Juniors,Godoy Cruz,2,1
25/08/2012,Torneo Inicial 2012,4,Independiente,Arsenal,0,2
26/08/2012,Torneo Inicial 2012,4,Atlético de Rafaela,Quilmes,1,1
26/08/2012,Torneo Inicial 2012,4,Belgrano,Newell's Old Boys,0,0
26/08/2012,Torneo Inicial 2012,4,Lanús,Racing Club,1,1
26/08/2012,Torneo Inicial 2012,4,San Martín (SJ),Vélez Sarsfield,0,3
26/08/2012,Torneo Inicial 2012,4,River Plate,San Lorenzo,0,0
27/08/2012,Torneo Inicial 2012,4,Estudiantes (LP),Colón,1,2
31/08/2012,Torneo Inicial 2012,5,All Boys,Unión,3,1
01/09/2012,Torneo Inicial 2012,5,Newell's Old Boys,Estudiantes (LP),1,0
01/09/2012,Torneo Inicial 2012,5,Arsenal,Lanús,1,0
01/09/2012,Torneo Inicial 2012,5,Vélez Sarsfield,Belgrano,2,1
02/09/2012,Torneo Inicial 2012,5,Tigre,San Lorenzo,1,1
02/09/2012,Torneo Inicial 2012,5,Boca Juniors,Atlético de Rafaela,2,1
02/09/2012,Torneo Inicial 2012,5,Godoy Cruz,Independiente,2,1
02/09/2012,Torneo Inicial 2012,5,Colón,River Plate,1,1
03/09/2012,Torneo Inicial 2012,5,Quilmes,Argentinos Juniors,0,1
03/09/2012,Torneo Inicial 2012,5,Racing Club,San Martín (SJ),3,1
08/09/2012,Torneo Inicial 2012,6,San Martín (SJ),Arsenal,4,0
08/09/2012,Torneo Inicial 2012,6,Atlético de Rafaela,All Boys,2,1
08/09/2012,Torneo Inicial 2012,6,Estudiantes (LP),Vélez Sarsfield,0,0
08/09/2012,Torneo Inicial 2012,6,San Lorenzo,Colón,2,1
09/09/2012,Torneo Inicial 2012,6,Argentinos Juniors,Boca Juniors,1,1
09/09/2012,Torneo Inicial 2012,6,Belgrano,Racing Club,1,0
09/09/2012,Torneo Inicial 2012,6,Independiente,Quilmes,1,1
09/09/2012,Torneo Inicial 2012,6,River Plate,Newell's Old Boys,3,3
10/09/2012,Torneo Inicial 2012,6,Unión,Tigre,1,1
10/09/2012,Torneo Inicial 2012,6,Lanús,Godoy Cruz,2,0
15/09/2012,Torneo Inicial 2012,7,Tigre,Colón,2,2
15/09/2012,Torneo Inicial 2012,7,All Boys,Argentinos Juniors,0,1
15/09/2012,Torneo Inicial 2012,7,Godoy Cruz,San Martín (SJ),1,0
15/09/2012,Torneo Inicial 2012,7,Racing Club,Estudiantes (LP),0,1
16/09/2012,Torneo Inicial 2012,7,Boca Juniors,Independiente,2,1
16/09/2012,Torneo Inicial 2012,7,Newell's Old Boys,San Lorenzo,1,0
16/09/2012,Torneo Inicial 2012,7,Arsenal,Belgrano,0,2
16/09/2012,Torneo Inicial 2012,7,Vélez Sarsfield,River Plate,2,0
17/09/2012,Torneo Inicial 2012,7,Unión,Atlético de Rafaela,0,0
17/09/2012,Torneo Inicial 2012,7,Quilmes,Lanús,0,0
21/09/2012,Torneo Inicial 2012,8,Belgrano,Godoy Cruz,1,0
21/09/2012,Torneo Inicial 2012,8,Atlético de Rafaela,Tigre,3,0
22/09/2012,Torneo Inicial 2012,8,Argentinos Juniors,Unión,3,3
22/09/2012,Torneo Inicial 2012,8,San Lorenzo,Vélez Sarsfield,1,2
22/09/2012,Torneo Inicial 2012,8,Independiente,All Boys,1,1
23/09/2012,Torneo Inicial 2012,8,River Plate,Racing Club,0,1
23/09/2012,Torneo Inicial 2012,8,Colón,Newell's Old Boys,1,2
23/09/2012,Torneo Inicial 2012,8,San Martín (SJ),Quilmes,4,0
23/09/2012,Torneo Inicial 2012,8,Lanús,Boca Juniors,2,0
24/09/2012,Torneo Inicial 2012,8,Estudiantes (LP),Arsenal,2,1
28/09/2012,Torneo Inicial 2012,9,Quilmes,Belgrano,1,1
29/09/2012,Torneo Inicial 2012,9,All Boys,Lanús,2,1
29/09/2012,Torneo Inicial 2012,9,Godoy Cruz,Estudiantes (LP),1,0
29/09/2012,Torneo Inicial 2012,9,Atlético de Rafaela,Argentinos Juniors,5,3
29/09/2012,Torneo Inicial 2012,9,Racing Club,San Lorenzo,4,0
30/09/2012,Torneo Inicial 2012,9,Arsenal,River Plate,0,4
30/09/2012,Torneo Inicial 2012,9,Tigre,Newell's Old Boys,0,0
30/09/2012,Torneo Inicial 2012,9,Vélez Sarsfield,Colón,2,4
30/09/2012,Torneo Inicial 2012,9,Unión,Independiente,1,2
30/09/2012,Torneo Inicial 2012,9,Boca Juniors,San Martín (SJ),1,1
05/10/2012,Torneo Inicial 2012,10,Lanús,Unión,2,0
05/10/2012,Torneo Inicial 2012,10,Argentinos Juniors,Tigre,0,0
06/10/2012,Torneo Inicial 2012,10,San Martín (SJ),All Boys,2,1
06/10/2012,Torneo Inicial 2012,10,San Lorenzo,Arsenal,0,0
06/10/2012,Torneo Inicial 2012,10,Estudiantes (LP),Quilmes,2,1
06/10/2012,Torneo Inicial 2012,10,Colón,Racing Club,0,1
07/10/2012,Torneo Inicial 2012,10,Belgrano,Boca Juniors,3,1
07/10/2012,Torneo Inicial 2012,10,Independiente,Atlético de Rafaela,2,0
07/10/2012,Torneo Inicial 2012,10,Newell's Old Boys,Vélez Sarsfield,1,0
07/10/2012,Torneo Inicial 2012,10,River Plate,Godoy Cruz,5,0
19/10/2012,Torneo Inicial 2012,11,Arsenal,Colón,2,0
19/10/2012,Torneo Inicial 2012,11,Argentinos Juniors,Independiente,0,1
20/10/2012,Torneo Inicial 2012,11,All Boys,Belgrano,1,0
20/10/2012,Torneo Inicial 2012,11,Unión,San Martín (SJ),1,2
20/10/2012,Torneo Inicial 2012,11,Godoy Cruz,San Lorenzo,0,0
20/10/2012,Torneo Inicial 2012,11,Tigre,Vélez Sarsfield,0,1
20/10/2012,Torneo Inicial 2012,11,Racing Club,Newell's Old Boys,0,0
21/10/2012,Torneo Inicial 2012,11,Quilmes,River Plate,1,0
21/10/2012,Torneo Inicial 2012,11,Atlético de Rafaela,Lanús,1,2
21/10/2012,Torneo Inicial 2012,11,Boca Juniors,Estudiantes (LP),0,0
27/10/2012,Torneo Inicial 2012,12,San Lorenzo,Quilmes,2,2
27/10/2012,Torneo Inicial 2012,12,San Martín (SJ),Atlético de Rafaela,1,2
27/10/2012,Torneo Inicial 2012,12,Estudiantes (LP),All Boys,0,1
27/10/2012,Torneo Inicial 2012,12,Newell's Old Boys,Arsenal,2,1
27/10/2012,Torneo Inicial 2012,12,Vélez Sarsfield,Racing Club,1,0
28/10/2012,Torneo Inicial 2012,12,River Plate,Boca Juniors,2,2
28/10/2012,Torneo Inicial 2012,12,Belgrano,Unión,1,0
28/10/2012,Torneo Inicial 2012,12,Lanús,Argentinos Juniors,1,0
29/10/2012,Torneo Inicial 2012,12,Colón,Godoy Cruz,1,1
03/02/2013,Torneo Inicial 2012,12,Independiente,Tigre,1,1
02/11/2012,Torneo Inicial 2012,13,Atlético de Rafaela,Belgrano,1,3
03/11/2012,Torneo Inicial 2012,13,Argentinos Juniors,San Martín (SJ),1,1
03/11/2012,Torneo Inicial 2012,13,Unión,Estudiantes (LP),2,2
03/11/2012,Torneo Inicial 2012,13,Boca Juniors,San Lorenzo,3,1
03/11/2012,Torneo Inicial 2012,13,Arsenal,Vélez Sarsfield,1,5
04/11/2012,Torneo Inicial 2012,13,Quilmes,Colón,2,2
04/11/2012,Torneo Inicial 2012,13,Godoy Cruz,Newell's Old Boys,1,1
04/11/2012,Torneo Inicial 2012,13,All Boys,River Plate,0,0
05/11/2012,Torneo Inicial 2012,13,Tigre,Racing Club,1,1
05/11/2012,Torneo Inicial 2012,13,Independiente,Lanús,0,2
09/11/2012,Torneo Inicial 2012,14,Belgrano,Argentinos Juniors,0,0
09/11/2012,Torneo Inicial 2012,14,Newell's Old Boys,Quilmes,0,0
09/11/2012,Torneo Inicial 2012,14,Vélez Sarsfield,Godoy Cruz,2,1
10/11/2012,Torneo Inicial 2012,14,San Lorenzo,All Boys,4,0
10/11/2012,Torneo Inicial 2012,14,River Plate,Unión,2,0
10/11/2012,Torneo Inicial 2012,14,Estudiantes (LP),Atlético de Rafaela,3,1
11/11/2012,Torneo Inicial 2012,14,Lanús,Tigre,4,1
11/11/2012,Torneo Inicial 2012,14,San Martín (SJ),Independiente,0,0
11/11/2012,Torneo Inicial 2012,14,Colón,Boca Juniors,0,0
11/11/2012,Torneo Inicial 2012,14,Racing Club,Arsenal,0,0
13/11/2012,Torneo Inicial 2012,15,Argentinos Juniors,Estudiantes (LP),2,1
13/11/2012,Torneo Inicial 2012,15,Unión,San Lorenzo,2,2
13/11/2012,Torneo Inicial 2012,15,Quilmes,Vélez Sarsfield,0,1
14/11/2012,Torneo Inicial 2012,15,All Boys,Colón,1,1
14/11/2012,Torneo Inicial 2012,15,Atlético de Rafaela,River Plate,0,0
28/11/2012,Torneo Inicial 2012,15,Independiente,Belgrano,1,2
15/11/2012,Torneo Inicial 2012,15,Godoy Cruz,Racing Club,0,1
15/11/2012,Torneo Inicial 2012,15,Lanús,San Martín (SJ),2,1
15/11/2012,Torneo Inicial 2012,15,Tigre,Arsenal,0,1
15/11/2012,Torneo Inicial 2012,15,Boca Juniors,Newell's Old Boys,0,0
17/11/2012,Torneo Inicial 2012,16,San Lorenzo,Atlético de Rafaela,1,0
17/11/2012,Torneo Inicial 2012,16,Estudiantes (LP),Independiente,2,0
18/11/2012,Torneo Inicial 2012,16,Arsenal,Godoy Cruz,3,0
18/11/2012,Torneo Inicial 2012,16,San Martín (SJ),Tigre,2,2
18/11/2012,Torneo Inicial 2012,16,Colón,Unión,2,0
18/11/2012,Torneo Inicial 2012,16,Newell's Old Boys,All Boys,1,2
18/11/2012,Torneo Inicial 2012,16,Vélez Sarsfield,Boca Juniors,0,1
19/11/2012,Torneo Inicial 2012,16,Belgrano,Lanús,0,2
19/11/2012,Torneo Inicial 2012,16,Racing Club,Quilmes,4,0
19/11/2012,Torneo Inicial 2012,16,River Plate,Argentinos Juniors,0,0
24/11/2012,Torneo Inicial 2012,17,Independiente,River Plate,2,2
24/11/2012,Torneo Inicial 2012,17,Unión,Newell's Old Boys,2,2
24/11/2012,Torneo Inicial 2012,17,San Martín (SJ),Belgrano,1,1
24/11/2012,Torneo Inicial 2012,17,Argentinos Juniors,San Lorenzo,1,2
25/11/2012,Torneo Inicial 2012,17,All Boys,Vélez Sarsfield,0,2
25/11/2012,Torneo Inicial 2012,17,Lanús,Estudiantes (LP),0,0
25/11/2012,Torneo Inicial 2012,17,Tigre,Godoy Cruz,2,0
25/11/2012,Torneo Inicial 2012,17,Boca Juniors,Racing Club,3,1
26/11/2012,Torneo Inicial 2012,17,Quilmes,Arsenal,1,2
26/11/2012,Torneo Inicial 2012,17,Atlético de Rafaela,Colón,2,0
01/12/2012,Torneo Inicial 2012,18,Godoy Cruz,Quilmes,0,0
01/12/2012,Torneo Inicial 2012,18,Colón,Argentinos Juniors,3,1
01/12/2012,Torneo Inicial 2012,18,Racing Club,All Boys,1,1
02/12/2012,Torneo Inicial 2012,18,Belgrano,Tigre,1,0
02/12/2012,Torneo Inicial 2012,18,River Plate,Lanús,1,0
02/12/2012,Torneo Inicial 2012,18,Vélez Sarsfield,Unión,2,0
02/12/2012,Torneo Inicial 2012,18,San Lorenzo,Independiente,2,1
02/12/2012,Torneo Inicial 2012,18,Arsenal,Boca Juniors,1,0
03/12/2012,Torneo Inicial 2012,18,Newell's Old Boys,Atlético de Rafaela,3,0
03/12/2012,Torneo Inicial 2012,18,Estudiantes (LP),San Martín (SJ),2,0
07/12/2012,Torneo Inicial 2012,19,All Boys,Arsenal,0,1
07/12/2012,Torneo Inicial 2012,19,Unión,Racing Club,1,1
08/12/2012,Torneo Inicial 2012,19,Argentinos Juniors,Newell's Old Boys,1,3
08/12/2012,Torneo Inicial 2012,19,Boca Juniors,Godoy Cruz,3,1
08/12/2012,Torneo Inicial 2012,19,Belgrano,Estudiantes (LP),1,0
08/12/2012,Torneo Inicial 2012,19,Atlético de Rafaela,Vélez Sarsfield,0,3
08/12/2012,Torneo Inicial 2012,19,Lanús,San Lorenzo,0,0
09/12/2012,Torneo Inicial 2012,19,Independiente,Colón,2,2
09/12/2012,Torneo Inicial 2012,19,San Martín (SJ),River Plate,0,2
13/02/2013,Torneo Inicial 2012,19,Quilmes,Tigre,0,0
08/02/2013,Torneo Final 2013,1,Argentinos Juniors,VÃ©lez Sarsfield,0,1
08/02/2013,Torneo Final 2013,1,UniÃ³n,Arsenal,1,1
09/02/2013,Torneo Final 2013,1,All Boys,Godoy Cruz,1,1
09/02/2013,Torneo Final 2013,1,Boca Juniors,Quilmes,3,2
09/02/2013,Torneo Final 2013,1,Estudiantes,Tigre,1,3
09/02/2013,Torneo Final 2013,1,San MartÃ­n (SJ),San Lorenzo,0,0
10/02/2013,Torneo Final 2013,1,AtlÃ©tico de Rafaela,Racing Club,3,0
10/02/2013,Torneo Final 2013,1,Belgrano,River Plate,1,2
10/02/2013,Torneo Final 2013,1,Independiente,Newell's Old Boys,1,3
11/02/2013,Torneo Final 2013,1,LanÃºs,ColÃ³n,4,0
15/02/2013,Torneo Final 2013,2,Racing Club,Argentinos Juniors,2,0
16/02/2013,Torneo Final 2013,2,ColÃ³n,San MartÃ­n (SJ),1,1
16/02/2013,Torneo Final 2013,2,Godoy Cruz,UniÃ³n,2,1
16/02/2013,Torneo Final 2013,2,San Lorenzo,Belgrano,0,0
16/02/2013,Torneo Final 2013,2,VÃ©lez Sarsfield,Independiente,0,1
17/02/2013,Torneo Final 2013,2,Newell's Old Boys,LanÃºs,0,3
17/02/2013,Torneo Final 2013,2,Quilmes,All Boys,2,1
17/02/2013,Torneo Final 2013,2,River Plate,Estudiantes,1,0
17/02/2013,Torneo Final 2013,2,Tigre,Boca Juniors,0,0
18/02/2013,Torneo Final 2013,2,Arsenal,AtlÃ©tico de Rafaela,0,0
22/02/2013,Torneo Final 2013,3,Argentinos Juniors,Arsenal,1,2
22/02/2013,Torneo Final 2013,3,Estudiantes,San Lorenzo,1,1
23/02/2013,Torneo Final 2013,3,All Boys,Boca Juniors,2,0
23/02/2013,Torneo Final 2013,3,LanÃºs,VÃ©lez Sarsfield,1,0
23/02/2013,Torneo Final 2013,3,UniÃ³n,Quilmes,0,3
24/02/2013,Torneo Final 2013,3,AtlÃ©tico de Rafaela,Godoy Cruz,1,2
24/02/2013,Torneo Final 2013,3,Belgrano,ColÃ³n,2,1
24/02/2013,Torneo Final 2013,3,Independiente,Racing Club,2,0
24/02/2013,Torneo Final 2013,3,River Plate,Tigre,3,2
25/02/2013,Torneo Final 2013,3,San MartÃ­n (SJ),Newell's Old Boys,1,1
01/03/2013,Torneo Final 2013,4,Newell's Old Boys,Belgrano,2,0
01/03/2013,Torneo Final 2013,4,Quilmes,AtlÃ©tico de Rafaela,3,3
02/03/2013,Torneo Final 2013,4,Arsenal,Independiente,1,0
02/03/2013,Torneo Final 2013,4,ColÃ³n,Estudiantes,3,3
03/03/2013,Torneo Final 2013,4,Boca Juniors,UniÃ³n,1,3
03/03/2013,Torneo Final 2013,4,Godoy Cruz,Argentinos Juniors,0,0
03/03/2013,Torneo Final 2013,4,Racing Club,LanÃºs,0,0
03/03/2013,Torneo Final 2013,4,San Lorenzo,River Plate,2,0
03/03/2013,Torneo Final 2013,4,Tigre,All Boys,2,1
04/03/2013,Torneo Final 2013,4,VÃ©lez Sarsfield,San MartÃ­n (SJ),3,0
08/03/2013,Torneo Final 2013,5,Belgrano,VÃ©lez Sarsfield,1,0
08/03/2013,Torneo Final 2013,5,Independiente,Godoy Cruz,0,1
09/03/2013,Torneo Final 2013,5,Estudiantes,Newell's Old Boys,2,4
09/03/2013,Torneo Final 2013,5,San MartÃ­n (SJ),Racing Club,0,3
09/03/2013,Torneo Final 2013,5,UniÃ³n,All Boys,1,1
10/03/2013,Torneo Final 2013,5,AtlÃ©tico de Rafaela,Boca Juniors,1,1
10/03/2013,Torneo Final 2013,5,River Plate,ColÃ³n,2,1
10/03/2013,Torneo Final 2013,5,San Lorenzo,Tigre,0,1
11/03/2013,Torneo Final 2013,5,Argentinos Juniors,Quilmes,1,3
11/03/2013,Torneo Final 2013,5,LanÃºs,Arsenal,2,1
15/03/2013,Torneo Final 2013,6,Tigre,UniÃ³n,1,2
16/03/2013,Torneo Final 2013,6,ColÃ³n,San Lorenzo,0,1
16/03/2013,Torneo Final 2013,6,Quilmes,Independiente,0,0
17/03/2013,Torneo Final 2013,6,Boca Juniors,Argentinos Juniors,1,1
17/03/2013,Torneo Final 2013,6,Godoy Cruz,LanÃºs,0,1
17/03/2013,Torneo Final 2013,6,Newell's Old Boys,River Plate,1,0
17/03/2013,Torneo Final 2013,6,Racing Club,Belgrano,1,1
17/03/2013,Torneo Final 2013,6,VÃ©lez Sarsfield,Estudiantes,1,1
18/03/2013,Torneo Final 2013,6,All Boys,AtlÃ©tico de Rafaela,2,1
18/03/2013,Torneo Final 2013,6,Arsenal,San MartÃ­n (SJ),3,2
29/03/2013,Torneo Final 2013,7,Belgrano,Arsenal,1,1
29/03/2013,Torneo Final 2013,7,ColÃ³n,Tigre,3,2
30/03/2013,Torneo Final 2013,7,Argentinos Juniors,All Boys,1,0
30/03/2013,Torneo Final 2013,7,Estudiantes,Racing Club,0,1
30/03/2013,Torneo Final 2013,7,River Plate,VÃ©lez Sarsfield,0,0
31/03/2013,Torneo Final 2013,7,AtlÃ©tico de Rafaela,UniÃ³n,1,0
31/03/2013,Torneo Final 2013,7,Independiente,Boca Juniors,1,1
31/03/2013,Torneo Final 2013,7,San Lorenzo,Newell's Old Boys,0,1
31/03/2013,Torneo Final 2013,7,San MartÃ­n (SJ),Godoy Cruz,2,3
01/04/2013,Torneo Final 2013,7,LanÃºs,Quilmes,2,2
05/04/2013,Torneo Final 2013,8,All Boys,Independiente,2,0
06/04/2013,Torneo Final 2013,8,Godoy Cruz,Belgrano,0,0
06/04/2013,Torneo Final 2013,8,Quilmes,San MartÃ­n (SJ),0,0
06/04/2013,Torneo Final 2013,8,Tigre,AtlÃ©tico de Rafaela,1,3
06/04/2013,Torneo Final 2013,8,UniÃ³n,Argentinos Juniors,0,0
06/04/2013,Torneo Final 2013,8,VÃ©lez Sarsfield,San Lorenzo,1,1
07/04/2013,Torneo Final 2013,8,Boca Juniors,LanÃºs,0,0
07/04/2013,Torneo Final 2013,8,Newell's Old Boys,ColÃ³n,1,2
07/04/2013,Torneo Final 2013,8,Racing Club,River Plate,0,2
08/04/2013,Torneo Final 2013,8,Arsenal,Estudiantes,1,0
12/04/2013,Torneo Final 2013,9,Argentinos Juniors,AtlÃ©tico de Rafaela,0,0
12/04/2013,Torneo Final 2013,9,Independiente,UniÃ³n,1,1
13/04/2013,Torneo Final 2013,9,LanÃºs,All Boys,2,1
13/04/2013,Torneo Final 2013,9,San Lorenzo,Racing Club,1,4
13/04/2013,Torneo Final 2013,9,San MartÃ­n (SJ),Boca Juniors,6,1
14/04/2013,Torneo Final 2013,9,ColÃ³n,VÃ©lez Sarsfield,2,1
14/04/2013,Torneo Final 2013,9,Estudiantes,Godoy Cruz,0,0
14/04/2013,Torneo Final 2013,9,Newell's Old Boys,Tigre,3,1
14/04/2013,Torneo Final 2013,9,River Plate,Arsenal,1,1
15/04/2013,Torneo Final 2013,9,Belgrano,Quilmes,3,0
19/04/2013,Torneo Final 2013,10,Racing Club,ColÃ³n,1,1
19/04/2013,Torneo Final 2013,10,VÃ©lez Sarsfield,Newell's Old Boys,1,3
20/04/2013,Torneo Final 2013,10,All Boys,San MartÃ­n (SJ),1,1
20/04/2013,Torneo Final 2013,10,Quilmes,Estudiantes,1,0
21/04/2013,Torneo Final 2013,10,Arsenal,San Lorenzo,1,3
21/04/2013,Torneo Final 2013,10,AtlÃ©tico de Rafaela,Independiente,2,0
21/04/2013,Torneo Final 2013,10,Boca Juniors,Belgrano,0,0
21/04/2013,Torneo Final 2013,10,Godoy Cruz,River Plate,1,2
22/04/2013,Torneo Final 2013,10,Tigre,Argentinos Juniors,1,0
22/04/2013,Torneo Final 2013,10,UniÃ³n,LanÃºs,0,0
27/04/2013,Torneo Final 2013,11,ColÃ³n,Arsenal,1,0
27/04/2013,Torneo Final 2013,11,Estudiantes,Boca Juniors,1,0
27/04/2013,Torneo Final 2013,11,San Lorenzo,Godoy Cruz,1,1
27/04/2013,Torneo Final 2013,11,San MartÃ­n (SJ),UniÃ³n,3,1
28/04/2013,Torneo Final 2013,11,Independiente,Argentinos Juniors,3,1
28/04/2013,Torneo Final 2013,11,Newell's Old Boys,Racing Club,4,3
28/04/2013,Torneo Final 2013,11,River Plate,Quilmes,1,1
29/04/2013,Torneo Final 2013,11,LanÃºs,AtlÃ©tico de Rafaela,1,1
29/04/2013,Torneo Final 2013,11,Belgrano,All Boys,0,1
08/05/2013,Torneo Final 2013,11,VÃ©lez Sarsfield,Tigre,1,2
03/05/2013,Torneo Final 2013,12,Godoy Cruz,ColÃ³n,3,0
03/05/2013,Torneo Final 2013,12,Quilmes,San Lorenzo,1,2
04/05/2013,Torneo Final 2013,12,Argentinos Juniors,LanÃºs,1,2
04/05/2013,Torneo Final 2013,12,Racing Club,VÃ©lez Sarsfield,0,0
04/05/2013,Torneo Final 2013,12,UniÃ³n,Belgrano,1,1
05/05/2013,Torneo Final 2013,12,AtlÃ©tico de Rafaela,San MartÃ­n (SJ),2,1
05/05/2013,Torneo Final 2013,12,Boca Juniors,River Plate,1,1
05/05/2013,Torneo Final 2013,12,Tigre,Independiente,0,2
06/05/2013,Torneo Final 2013,12,All Boys,Estudiantes,0,0
06/05/2013,Torneo Final 2013,12,Arsenal,Newell's Old Boys,2,0
10/05/2013,Torneo Final 2013,13,Belgrano,AtlÃ©tico de Rafaela,0,0
11/05/2013,Torneo Final 2013,13,Newell's Old Boys,Godoy Cruz,3,1
11/05/2013,Torneo Final 2013,13,Racing Club,Tigre,2,0
11/05/2013,Torneo Final 2013,13,San Lorenzo,Boca Juniors,3,0
11/05/2013,Torneo Final 2013,13,VÃ©lez Sarsfield,Arsenal,2,2
12/05/2013,Torneo Final 2013,13,ColÃ³n,Quilmes,0,3
12/05/2013,Torneo Final 2013,13,LanÃºs,Independiente,0,0
12/05/2013,Torneo Final 2013,13,River Plate,All Boys,2,0
12/05/2013,Torneo Final 2013,13,San MartÃ­n (SJ),Argentinos Juniors,2,1
13/05/2013,Torneo Final 2013,13,Estudiantes,UniÃ³n,1,0
17/05/2013,Torneo Final 2013,14,Arsenal,Racing Club,1,0
18/05/2013,Torneo Final 2013,14,AtlÃ©tico de Rafaela,Estudiantes,0,2
18/05/2013,Torneo Final 2013,14,Boca Juniors,ColÃ³n,1,0
18/05/2013,Torneo Final 2013,14,Godoy Cruz,VÃ©lez Sarsfield,3,1
18/05/2013,Torneo Final 2013,14,Quilmes,Newell's Old Boys,1,1
19/05/2013,Torneo Final 2013,14,All Boys,San Lorenzo,0,3
19/05/2013,Torneo Final 2013,14,Independiente,San MartÃ­n (SJ),3,1
19/05/2013,Torneo Final 2013,14,UniÃ³n,River Plate,2,2
20/05/2013,Torneo Final 2013,14,Argentinos Juniors,Belgrano,1,3
20/05/2013,Torneo Final 2013,14,Tigre,LanÃºs,0,0
24/05/2013,Torneo Final 2013,15,ColÃ³n,All Boys,2,0
24/05/2013,Torneo Final 2013,15,VÃ©lez Sarsfield,Quilmes,2,0
26/05/2013,Torneo Final 2013,15,Belgrano,Independiente,0,0
26/05/2013,Torneo Final 2013,15,Newell's Old Boys,Boca Juniors,4,0
26/05/2013,Torneo Final 2013,15,Racing Club,Godoy Cruz,1,1
26/05/2013,Torneo Final 2013,15,River Plate,AtlÃ©tico de Rafaela,3,0
26/05/2013,Torneo Final 2013,15,San MartÃ­n (SJ),LanÃºs,3,1
27/05/2013,Torneo Final 2013,15,Arsenal,Tigre,3,2
27/05/2013,Torneo Final 2013,15,Estudiantes,Argentinos Juniors,0,0
27/05/2013,Torneo Final 2013,15,San Lorenzo,UniÃ³n,4,2
31/05/2013,Torneo Final 2013,16,Quilmes,Racing Club,1,0
01/06/2013,Torneo Final 2013,16,AtlÃ©tico de Rafaela,San Lorenzo,0,0
01/06/2013,Torneo Final 2013,16,Godoy Cruz,Arsenal,3,0
01/06/2013,Torneo Final 2013,16,Independiente,Estudiantes,0,0
02/06/2013,Torneo Final 2013,16,Argentinos Juniors,River Plate,2,0
02/06/2013,Torneo Final 2013,16,Boca Juniors,VÃ©lez Sarsfield,1,1
02/06/2013,Torneo Final 2013,16,LanÃºs,Belgrano,0,0
02/06/2013,Torneo Final 2013,16,UniÃ³n,ColÃ³n,1,0
03/06/2013,Torneo Final 2013,16,All Boys,Newell's Old Boys,2,1
03/06/2013,Torneo Final 2013,16,Tigre,San MartÃ­n (SJ),1,3
08/06/2013,Torneo Final 2013,17,Arsenal,Quilmes,1,2
08/06/2013,Torneo Final 2013,17,Belgrano,San MartÃ­n (SJ),0,2
08/06/2013,Torneo Final 2013,17,Godoy Cruz,Tigre,0,1
08/06/2013,Torneo Final 2013,17,VÃ©lez Sarsfield,All Boys,0,0
09/06/2013,Torneo Final 2013,17,ColÃ³n,AtlÃ©tico de Rafaela,2,2
